web-scraper-order,web-scraper-start-url,cars,cars-href,price,carburant,Ville,group one,boite,puissance
"1679933243-33","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8120 000 DHSuper SUV SsangyoungVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconMarrakech","https://www.avito.ma/fr/marrakech/voitures/Super_SUV_Ssangyoung_49578302.htm","120 000 DH","Diesel","Marrakech","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Korando""},{""group one"":""Marque""},{""group one"":""Ssangyong""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""Année-Modèle""},{""group one"":""2016""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Très bon""}]","Diesel","Automatique"
"1679933246-34","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon8198 000 DHgolf 7 tout options 2020Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Lissasfa","https://www.avito.ma/fr/lissasfa/voitures/golf_7_tout_options_2020_52620422.htm","198 000 DH","8 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Lissasfa""},{""group one"":""Modèle""},{""group one"":""GOLF 7""},{""group one"":""Année-Modèle""},{""group one"":""2020""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Kilométrage""},{""group one"":""120 000 - 129 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","8 CV","Automatique"
"1679933249-35","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=100&price_min=0","Camera Icon775 000 DHAudi Q7 modèle 2015Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Derb Ghallef","https://www.avito.ma/fr/derb_ghallef/voitures/Audi_Q7_mod%C3%A8le_2015_52620447.htm","75 000 DH","17 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Derb Ghallef""},{""group one"":""Modèle""},{""group one"":""Q7""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Marque""},{""group one"":""Audi""},{""group one"":""Kilométrage""},{""group one"":""150 000 - 159 999""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2014""}]","17 CV","Automatique"
"1679933256-36","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon8110 000 DHMegane 3 Diesel 6cv 2015Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/Megane_3_Diesel_6cv_2015_52620456.htm","110 000 DH","Manuelle","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Megane 3""},{""group one"":""Année-Modèle""},{""group one"":""2015""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Renault""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Première main""},{""group one"":""Non""}]","Manuelle","Diesel"
"1679933259-37","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon667 000 DHssangyang actyon bon état Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/ssangyang_actyon_bon_%C3%A9tat__52620465.htm","67 000 DH","8 CV","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Actyon""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Ssangyong""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""2008""}]","8 CV","Manuelle"
"1679933263-38","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon798 000 DHVoitures d'occasion à El JadidaVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconEl Jadida, Najd","https://www.avito.ma/fr/najd/voitures/Voitures_d_occasion_%C3%A0_El_Jadida_52620468.htm","98 000 DH","Automatique","El Jadida","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Najd""},{""group one"":""Modèle""},{""group one"":""Santa Fe""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""200 000 - 249 999""},{""group one"":""Année-Modèle""},{""group one"":""2009""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Hyundai""}]","Automatique","9 CV"
"1679933266-39","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon7102 000 DHpeugeot 301 Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/peugeot_301__52620469.htm","102 000 DH","Manuelle","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2017""},{""group one"":""Kilométrage""},{""group one"":""95 000 - 99 999""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Modèle""},{""group one"":""301""}]","Manuelle","Diesel"
"1679933269-40","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon5115 000 DHFiat Ducato d'occasion Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconKsar el-Kebir, Toute la ville","https://www.avito.ma/fr/ksar_el-kebir/voitures/Fiat_Ducato_d_occasion__52620475.htm","115 000 DH","Manuelle","Ksar el-Kebir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Toute la ville""},{""group one"":""Modèle""},{""group one"":""Ducato""},{""group one"":""Marque""},{""group one"":""Fiat""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""État""},{""group one"":""Bon""},{""group one"":""Kilométrage""},{""group one"":""160 000 - 169 999""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Manuelle","Diesel"
"1679933272-41","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon7185 000 DHVolkswagen Jetta Automatique Full Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/voitures/Volkswagen_Jetta_Automatique_Full__52620481.htm","185 000 DH","Diesel","Agadir","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Autre secteur""},{""group one"":""Modèle""},{""group one"":""Jetta""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""Kilométrage""},{""group one"":""75 000 - 79 999""},{""group one"":""Origine""},{""group one"":""Importée neuve""}]","Diesel","Automatique"
"1679933274-42","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon4350 000 DHRange Rover Sport Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Range_Rover_Sport__52620485.htm","350 000 DH","Automatique","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Range Rover Sport""},{""group one"":""Marque""},{""group one"":""Land Rover""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Kilométrage""},{""group one"":""140 000 - 149 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2014""}]","Automatique","Diesel"
"1679933277-43","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon870 000 DHكولف 5 Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconTanger","https://www.avito.ma/fr/tanger/voitures/%D9%83%D9%88%D9%84%D9%81_5__52620509.htm","70 000 DH","Diesel","Tanger","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""GOLF 5""},{""group one"":""Année-Modèle""},{""group one"":""2007""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Première main""},{""group one"":""Non""}]","Diesel","Manuelle"
"1679933281-44","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon562 000 DHMercedes-Benz 220Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/Mercedes_Benz_220_52620516.htm","62 000 DH","Manuelle","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""1995""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Marque""},{""group one"":""Mercedes-Benz""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""400 000 - 449 999""},{""group one"":""Modèle""},{""group one"":""220""},{""group one"":""État""},{""group one"":""Très bon""}]","Manuelle","Diesel"
"1679933284-45","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon3195 000 DHaudi q5Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconMarrakech","https://www.avito.ma/fr/marrakech/voitures/audi_q5_52620517.htm","195 000 DH","8 CV","Marrakech","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Q5""},{""group one"":""Marque""},{""group one"":""Audi""},{""group one"":""État""},{""group one"":""Correct""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Année-Modèle""},{""group one"":""2013""},{""group one"":""Kilométrage""},{""group one"":""250 000 - 299 999""}]","8 CV","Manuelle"
"1679933287-46","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon8200 000 DHI30 Huyndai 2021 en exellent état 25000 kmVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconTemara, Harhoura","https://www.avito.ma/fr/harhoura/voitures/I30_Huyndai_2021_en_exellent_%C3%A9tat_25000_km_52620531.htm","200 000 DH","Diesel","Temara","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Harhoura""},{""group one"":""Modèle""},{""group one"":""i 30""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Kilométrage""},{""group one"":""20 000 - 24 999""},{""group one"":""Marque""},{""group one"":""Hyundai""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2021""}]","Diesel","Manuelle"
"1679933290-47","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon870 000 DHvolswagen polo 5Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca","https://www.avito.ma/fr/casablanca/voitures/volswagen_polo_5_52620551.htm","70 000 DH","8 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Polo""},{""group one"":""Kilométrage""},{""group one"":""45 000 - 49 999""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Année-Modèle""},{""group one"":""2008""}]","8 CV","Essence"
"1679933293-48","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon6124 000 DHPeugeot 208Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconSalé, El Qaria","https://www.avito.ma/fr/el_qaria/voitures/Peugeot_208_52569414.htm","124 000 DH","6 CV","Salé","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""El Qaria""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Kilométrage""},{""group one"":""100 000 - 109 999""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Première main""},{""group one"":""Oui""},{""group one"":""Année-Modèle""},{""group one"":""2019""},{""group one"":""Modèle""},{""group one"":""208""},{""group one"":""Origine""},{""group one"":""WW au Maroc""}]","6 CV","Manuelle"
"1679933295-49","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon825 000 DHPeugeotVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconMohammedia","https://www.avito.ma/fr/mohammedia/voitures/Peugeot_52620585.htm","25 000 DH","Manuelle","Mohammedia","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Modèle""},{""group one"":""309""},{""group one"":""Marque""},{""group one"":""Peugeot""},{""group one"":""Kilométrage""},{""group one"":""0 - 4 999""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""1987""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Origine""},{""group one"":""Dédouanée""}]","Manuelle","Diesel"
"1679933298-50","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon8102 000 DHpolo diesel Voitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconRabat","https://www.avito.ma/fr/rabat/voitures/polo_diesel__52620593.htm","102 000 DH","Manuelle","Rabat","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Polo""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Marque""},{""group one"":""Volkswagen""},{""group one"":""Première main""},{""group one"":""Non""},{""group one"":""Année-Modèle""},{""group one"":""2014""},{""group one"":""Kilométrage""},{""group one"":""130 000 - 139 999""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Nombre de portes""},{""group one"":""5""}]","Manuelle","6 CV"
"1679933300-51","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon863 000 DHkia picanto neufVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconKénitra","https://www.avito.ma/fr/k%C3%A9nitra/voitures/kia_picanto_neuf_52620598.htm","63 000 DH","6 CV","Kénitra","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Modèle""},{""group one"":""Picanto""},{""group one"":""Marque""},{""group one"":""Kia""},{""group one"":""Année-Modèle""},{""group one"":""2010""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""État""},{""group one"":""Excellent""},{""group one"":""Origine""},{""group one"":""WW au Maroc""},{""group one"":""Kilométrage""},{""group one"":""85 000 - 89 999""},{""group one"":""Première main""},{""group one"":""Oui""}]","6 CV","Essence"
"1679933303-52","https://www.avito.ma/fr/maroc/voitures-%C3%A0_vendre?o=099&price_min=0","Camera Icon724 000 DHMAZDA  sportivaVoitures d'occasionTimeFill Iconil y a 2 joursMapPinFill IconCasablanca, Al Fida","https://www.avito.ma/fr/al_fida/voitures/MAZDA__sportiva_52620669.htm","24 000 DH","8 CV","Casablanca","[{""group one"":""Type""},{""group one"":""Voitures d'occasion, à vendre""},{""group one"":""Secteur""},{""group one"":""Al Fida""},{""group one"":""Kilométrage""},{""group one"":""190 000 - 199 999""},{""group one"":""Marque""},{""group one"":""Mazda""},{""group one"":""État""},{""group one"":""Très bon""},{""group one"":""Année-Modèle""},{""group one"":""1998""},{""group one"":""Origine""},{""group one"":""Dédouanée""},{""group one"":""Nombre de portes""},{""group one"":""5""},{""group one"":""Modèle""},{""group one"":""323""}]","8 CV","Manuelle"
